path,label,variant,low_to_high_error,high_to_low_error,reconstruction_error,similarity_full_low,similarity_full_high,similarity_low_high,anomaly_full_low,anomaly_full_high,anomaly_low_high,latent_anomaly,dataset,reconstruction_z,latent_z,combined_anomaly
/home/utakata/LLMs/techjam2026/SID/test/real/bad3ab1984d11eb7.jpg,0,clean,0.0656072199344635,0.7141626477241516,0.38988494873046875,0.9971828460693359,0.9991545677185059,0.9961386322975159,0.0028171539306640625,0.0008454322814941406,0.003861367702484131,0.0025079846382141113,SID,-1.48940792828184,1.9751654105322451,0.24287874112520258
/home/utakata/LLMs/techjam2026/SID/test/real/2afe45f008738872.jpg,0,clean,0.23514358699321747,1.6295146942138672,0.9323291182518005,0.9985054731369019,0.9994394183158875,0.9974968433380127,0.0014945268630981445,0.0005605816841125488,0.0025031566619873047,0.0015194218140095472,SID,2.709159969573929,0.500556559839351,1.6048582647066398
/home/utakata/LLMs/techjam2026/SID/test/real/36c91fc703276d40.jpg,0,clean,0.10345018655061722,1.1920084953308105,0.6477293372154236,0.9987175464630127,0.9993696808815002,0.9978744387626648,0.0012824535369873047,0.0006303191184997559,0.002125561237335205,0.0013461112976074219,SID,0.5063314177424338,0.24203457707071135,0.37418299740657257
/home/utakata/LLMs/techjam2026/SID/test/real/d06dcc24875c8416.jpg,0,clean,0.07593188434839249,0.7255021333694458,0.40071702003479004,0.9992226362228394,0.9994696378707886,0.9989917874336243,0.0007773637771606445,0.0005303621292114258,0.0010082125663757324,0.0007719795103184879,SID,-1.4055666974216388,-0.6143802043384674,-1.009973450880053
/home/utakata/LLMs/techjam2026/SID/test/real/fa7e79f0d83265b2.jpg,0,clean,0.055895205587148666,0.7184215784072876,0.3871583938598633,0.9984889626502991,0.9990183711051941,0.997377336025238,0.0015110373497009277,0.0009816288948059082,0.002622663974761963,0.0017051100730895996,SID,-1.5105117144310543,0.7775420417985017,-0.36648483631627626
/home/utakata/LLMs/techjam2026/SID/test/real/7d222180ec2dc488.jpg,0,clean,0.11731549352407455,0.9386898279190063,0.5280026793479919,0.9993429183959961,0.9996830224990845,0.9990540146827698,0.0006570816040039062,0.00031697750091552734,0.0009459853172302246,0.000640014826785773,SID,-0.4203639556880501,-0.811227876081341,-0.6157959158846955
/home/utakata/LLMs/techjam2026/SID/test/real/b013d31c0b43a54a.jpg,0,clean,0.14240574836730957,1.1770607233047485,0.659733235836029,0.998111367225647,0.9994891881942749,0.9968472719192505,0.0018886327743530273,0.0005108118057250977,0.0031527280807495117,0.001850724220275879,SID,0.5992427000999582,0.9947501999140574,0.7969964500070078
/home/utakata/LLMs/techjam2026/SID/test/real/e842e392275bf9ff.jpg,0,clean,0.15018615126609802,1.0499359369277954,0.6000610589981079,0.999014139175415,0.9995039105415344,0.9984046816825867,0.000985860824584961,0.0004960894584655762,0.00159531831741333,0.0010257562389597297,SID,0.1373745482347628,-0.23582924026051202,-0.04922734601287461
/home/utakata/LLMs/techjam2026/SID/test/real/cc30e9dadc29ebe5.jpg,0,clean,0.17748913168907166,0.7451549768447876,0.4613220691680908,0.9973910450935364,0.9994784593582153,0.9969534873962402,0.002608954906463623,0.000521540641784668,0.0030465126037597656,0.002059002872556448,SID,-0.9364780279580402,1.3054330786784325,0.18447752536019613
/home/utakata/LLMs/techjam2026/SID/test/real/0815555a0aa9f482.jpg,0,clean,0.11635055392980576,0.8381638526916504,0.4772571921348572,0.9990603923797607,0.9992985129356384,0.9981718063354492,0.0009396076202392578,0.0007014870643615723,0.0018281936645507812,0.0011564295273274183,SID,-0.8131387066124205,-0.04090790308481361,-0.42702330484861706
/home/utakata/LLMs/techjam2026/SID/test/real/8f767cdad7930724.jpg,0,clean,0.10509201884269714,0.9040555357933044,0.5045737624168396,0.9988524317741394,0.9994584321975708,0.9982266426086426,0.0011475682258605957,0.0005415678024291992,0.0017733573913574219,0.0011541645508259535,SID,-0.601705933417239,-0.044286499076787056,-0.322996216247013
/home/utakata/LLMs/techjam2026/SID/test/real/af15d7e3da647677.jpg,0,clean,0.20145629346370697,1.334729790687561,0.7680930495262146,0.999352753162384,0.9995397925376892,0.9990220665931702,0.0006472468376159668,0.000460207462310791,0.000977933406829834,0.0006951292743906379,SID,1.4379576513155115,-0.7290153446677929,0.35447115332385926
/home/utakata/LLMs/techjam2026/SID/test/real/0dc9705c71c1c8c8.jpg,0,clean,0.1984868049621582,1.4530872106552124,0.8257870078086853,0.998932957649231,0.9995118379592896,0.9985034465789795,0.001067042350769043,0.0004881620407104492,0.0014965534210205078,0.0010172526817768812,SID,1.8845142091245186,-0.24851373574949742,0.8180002366875105
/home/utakata/LLMs/techjam2026/SID/test/real/ed6808c90337cd27.jpg,0,clean,0.16192640364170074,0.9809627532958984,0.571444571018219,0.998490571975708,0.999336302280426,0.9971284866333008,0.0015094280242919922,0.0006636977195739746,0.0028715133666992188,0.0016815464477986097,SID,-0.08411970782436183,0.7423929045279762,0.3291365983518072
/home/utakata/LLMs/techjam2026/SID/test/real/c275ca5cd0e89620.jpg,0,clean,0.12254825979471207,1.0527008771896362,0.5876245498657227,0.9993617534637451,0.9996412396430969,0.9991374611854553,0.0006382465362548828,0.00035876035690307617,0.0008625388145446777,0.0006198486080393195,SID,0.04111482061947791,-0.8413092061904892,-0.40009719278550565
/home/utakata/LLMs/techjam2026/SID/test/real/fdbbad54dcad150c.jpg,0,clean,0.23637987673282623,1.0735384225845337,0.6549591422080994,0.9985500574111938,0.9997929334640503,0.9984173774719238,0.0014499425888061523,0.00020706653594970703,0.0015826225280761719,0.0010798772564157844,SID,0.5622907751391442,-0.15509857813651506,0.20359609850131455
/home/utakata/LLMs/techjam2026/SID/test/real/e6144f2304a2796b.jpg,0,clean,0.171407088637352,1.2253581285476685,0.6983826160430908,0.9991313219070435,0.9994521737098694,0.9984737038612366,0.000868678092956543,0.0005478262901306152,0.0015262961387634277,0.000980933546088636,SID,0.8983924672595631,-0.3026898767332496,0.2978512952631568
/home/utakata/LLMs/techjam2026/SID/test/real/0f88616b3368276c.jpg,0,clean,0.16176144778728485,1.0450457334518433,0.6034035682678223,0.9990178346633911,0.9995150566101074,0.9985558986663818,0.0009821653366088867,0.0004849433898925781,0.001444101333618164,0.0009704033727757633,SID,0.1632458782381654,-0.31839741335742566,-0.07757576755963014
/home/utakata/LLMs/techjam2026/SID/test/real/3eb064bee783ae59.jpg,0,clean,0.06326472759246826,0.5997480154037476,0.3315063714981079,0.9981098771095276,0.9990885853767395,0.9974645376205444,0.0018901228904724121,0.000911414623260498,0.0025354623794555664,0.0017790000420063734,SID,-1.9412634999005243,0.8877614426036756,-0.5267510286484243
/home/utakata/LLMs/techjam2026/SID/test/real/049001f82d0190aa.jpg,0,clean,0.1567695587873459,0.8212491869926453,0.48900938034057617,0.9992311596870422,0.9995969533920288,0.9990353584289551,0.0007688403129577637,0.0004030466079711914,0.0009646415710449219,0.0007121762027963996,SID,-0.7221756860795755,-0.7035869643071507,-0.7128813251933631
/home/utakata/LLMs/techjam2026/SID/test/real/53c39c423ff17b94.jpg,0,clean,0.2044232338666916,1.1690893173217773,0.6867562532424927,0.9982191324234009,0.9993817210197449,0.9978907108306885,0.001780867576599121,0.000618278980255127,0.0021092891693115234,0.0015028119087219238,SID,0.8084033469663341,0.4757800734627686,0.6420917102145514
/home/utakata/LLMs/techjam2026/SID/test/real/441811fece3260e1.jpg,0,clean,0.13898657262325287,0.9850450158119202,0.5620157718658447,0.999125599861145,0.9996510148048401,0.9985508918762207,0.0008744001388549805,0.0003489851951599121,0.0014491081237792969,0.0008908311720006168,SID,-0.15709948281470118,-0.43709282518070314,-0.2970961539977022
/home/utakata/LLMs/techjam2026/SID/test/real/6b898d0e5b97f647.jpg,0,clean,0.14353840053081512,1.130832552909851,0.6371854543685913,0.9986084699630737,0.9995592832565308,0.9980599880218506,0.0013915300369262695,0.0004407167434692383,0.001940011978149414,0.0012574195861816406,SID,0.42472079212076574,0.10973587085869872,0.26722833148973224
/home/utakata/LLMs/techjam2026/SID/test/real/8235f28e7b35b0b4.jpg,0,clean,0.17038673162460327,1.2170974016189575,0.693742036819458,0.9977834224700928,0.9995661377906799,0.9974148273468018,0.0022165775299072266,0.00043386220932006836,0.002585172653198242,0.001745204208418727,SID,0.862473956101089,0.8373492339865982,0.8499115950438436
/home/utakata/LLMs/techjam2026/SID/test/real/a210841d6a4fd3ca.jpg,0,clean,0.058788202702999115,0.5838753581047058,0.32133176922798157,0.9990127682685852,0.9988574981689453,0.9977626800537109,0.000987231731414795,0.0011425018310546875,0.0022373199462890625,0.0014556845417246222,SID,-2.0200158598023723,0.4054816252685519,-0.8072671172669101
/home/utakata/LLMs/techjam2026/SID/test/real/7fd86900259373ca.jpg,0,clean,0.25161150097846985,1.0936893224716187,0.6726503968238831,0.9978384971618652,0.9995307326316833,0.9968127608299255,0.0021615028381347656,0.0004692673683166504,0.003187239170074463,0.0019393365364521742,SID,0.699222717403667,1.1269304746670588,0.9130765960353628
/home/utakata/LLMs/techjam2026/SID/test/real/0537d3479304e6a3.jpg,0,clean,0.08587155491113663,0.7284055352210999,0.40713855624198914,0.998369038105011,0.9992567300796509,0.9975189566612244,0.0016309618949890137,0.0007432699203491211,0.0024810433387756348,0.001618425128981471,SID,-1.355863414965389,0.6482367688569269,-0.353813323054231
/home/utakata/LLMs/techjam2026/SID/test/real/0053860714da4340.jpg,0,clean,0.21839042007923126,1.524518609046936,0.8714545369148254,0.998404324054718,0.9995555877685547,0.9981157779693604,0.0015956759452819824,0.0004444122314453125,0.0018842220306396484,0.001308103441260755,SID,2.2379850959968564,0.1853394232652298,1.2116622596310431
/home/utakata/LLMs/techjam2026/SID/test/real/bc3c7d7e30d9f2d2.jpg,0,clean,0.24192288517951965,1.4949142932891846,0.8684185743331909,0.9988011121749878,0.9995177984237671,0.9982813000679016,0.001198887825012207,0.00048220157623291016,0.0017186999320983887,0.001133263111114502,SID,2.2144864656298084,-0.07546453575395068,1.0695109649379289
/home/utakata/LLMs/techjam2026/SID/test/real/e6b6ca68735f17ca.jpg,0,clean,0.12210773676633835,0.9415148496627808,0.5318112969398499,0.9992512464523315,0.9997271299362183,0.9990077614784241,0.000748753547668457,0.0002728700637817383,0.0009922385215759277,0.0006712874164804816,SID,-0.390884904285407,-0.7645795130043556,-0.5777322086448813
/home/utakata/LLMs/techjam2026/SID/test/real/f571d26a25bea121.jpg,0,clean,0.10683485865592957,0.3819790482521057,0.24440695345401764,0.9981499910354614,0.9993743896484375,0.9968265295028687,0.0018500089645385742,0.0006256103515625,0.0031734704971313477,0.0018830299377441406,SID,-2.615421028120497,1.0429396480100996,-0.7862406900551987
/home/utakata/LLMs/techjam2026/SID/test/real/09a7794fffd5ae1d.jpg,0,clean,0.10787128657102585,0.8963375687599182,0.5021044015884399,0.999157190322876,0.9993951320648193,0.9982224106788635,0.0008428096771240234,0.0006048679351806641,0.0017775893211364746,0.0010750889778137207,SID,-0.6208190139606066,-0.16224110649516327,-0.39153006022788495
/home/utakata/LLMs/techjam2026/SID/test/real/39c01e3364a34c96.jpg,0,clean,0.08244159817695618,0.7154495120048523,0.39894556999206543,0.9985535144805908,0.9992468357086182,0.9974830150604248,0.0014464855194091797,0.0007531642913818359,0.0025169849395751953,0.001572211622260511,SID,-1.4192778841205427,0.5793014980135013,-0.4199881930535207
/home/utakata/LLMs/techjam2026/SID/test/real/dc058662533e5c8a.jpg,0,clean,0.17979608476161957,1.4882313013076782,0.8340137004852295,0.9986237287521362,0.9992552995681763,0.9978535771369934,0.0013762712478637695,0.0007447004318237305,0.002146422863006592,0.0014224648475646973,SID,1.9481895691302182,0.35592882616855287,1.1520591976493855
/home/utakata/LLMs/techjam2026/SID/test/real/20867bbcd643a066.jpg,0,clean,0.17558766901493073,1.2333288192749023,0.7044582366943359,0.9994306564331055,0.9995992183685303,0.9989180564880371,0.0005693435668945312,0.00040078163146972656,0.0010819435119628906,0.0006840229034423828,SID,0.9454183314114022,-0.7455823776356303,0.09991797688788595
/home/utakata/LLMs/techjam2026/SID/test/real/c6a113efb4d0a418.jpg,0,clean,0.19148492813110352,1.2564640045166016,0.7239744663238525,0.9992988109588623,0.9997031688690186,0.9991981983184814,0.0007011890411376953,0.0002968311309814453,0.0008018016815185547,0.000599940656684339,SID,1.0964757485866599,-0.8710052867515189,0.11273523091757048
/home/utakata/LLMs/techjam2026/SID/test/real/4b590b01fe65ad89.jpg,0,clean,0.0728362575173378,0.6706994771957397,0.37176787853240967,0.9990966320037842,0.9994675517082214,0.9985991716384888,0.0009033679962158203,0.0005324482917785645,0.0014008283615112305,0.0009455482359044254,SID,-1.6296357224231115,-0.3554730588482921,-0.9925543906357018
/home/utakata/LLMs/techjam2026/SID/test/real/58a542103c102eb8.jpg,0,clean,0.14795811474323273,1.0301579236984253,0.5890580415725708,0.9975805282592773,0.999582052230835,0.9973154067993164,0.0024194717407226562,0.00041794776916503906,0.0026845932006835938,0.0018406709423288703,SID,0.05221017863120857,0.9797540334831955,0.515982106057202
