split,label,path
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0041536.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0037636.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0019784.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0023138.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0039762.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0048149.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0001910.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0046469.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0043320.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0023528.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0011244.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0018980.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0001879.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0009510.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0019298.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0032286.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0043868.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0033971.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0011338.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0025399.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0021798.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0000072.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0046101.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0029506.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0000773.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0005067.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0036219.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0023769.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0026700.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0044422.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0016278.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0002810.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0030827.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0040070.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0016090.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0017210.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0035498.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0012128.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0004310.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0006232.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0038655.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0009416.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0011326.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0020951.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0010095.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0031917.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0014937.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0012605.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0010181.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0016873.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0038025.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0038753.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0007356.jpg
fit_real,0,/home/utakata/LLMs/techjam2026/SID/real/0043465.jpg
