image_path,class_name,label,variant,tail_uplift,tail_endpoint,tail_minimum
/home/utakata/LLMs/techjam2026/SID/real/0009926.jpg,real,0,clean,0.0,-1.1596913808146525,-1.1596913808146525
/home/utakata/LLMs/techjam2026/SID/real/0009926.jpg,real,0,jpeg_q60,0.0,-1.269111161822967,-1.269111161822967
/home/utakata/LLMs/techjam2026/SID/real/0009926.jpg,real,0,jpeg_q30,0.6823922291068482,-0.1804322401860203,-0.8628244692928685
/home/utakata/LLMs/techjam2026/SID/real/0009926.jpg,real,0,blur_sigma1,0.3333706827858841,0.06948705083644138,-0.2638836319494427
/home/utakata/LLMs/techjam2026/SID/real/0009926.jpg,real,0,blur_sigma2,0.0,-0.2757630134439162,-0.2757630134439162
/home/utakata/LLMs/techjam2026/SID/real/0009926.jpg,real,0,resize_0.5,0.4173679578492756,-0.03472198829257699,-0.4520899461418526
/home/utakata/LLMs/techjam2026/SID/real/0009926.jpg,real,0,blur2_jpeg30,0.0,-1.0337592512455098,-1.0337592512455098
/home/utakata/LLMs/techjam2026/SID/real/0035283.jpg,real,0,clean,0.37261173988419993,-0.9123640000283115,-1.2849757399125115
/home/utakata/LLMs/techjam2026/SID/real/0035283.jpg,real,0,jpeg_q60,0.0,-0.9049018001682624,-0.9049018001682624
/home/utakata/LLMs/techjam2026/SID/real/0035283.jpg,real,0,jpeg_q30,0.0703162301737239,-0.9388318849179402,-1.0091481150916641
/home/utakata/LLMs/techjam2026/SID/real/0035283.jpg,real,0,blur_sigma1,0.11317676690666083,-0.0040779719055360954,-0.11725473881219692
/home/utakata/LLMs/techjam2026/SID/real/0035283.jpg,real,0,blur_sigma2,0.4027475629411481,0.3292314129073621,-0.073516150033786
/home/utakata/LLMs/techjam2026/SID/real/0035283.jpg,real,0,resize_0.5,0.4634996526270962,0.039948883016105885,-0.4235507696109903
/home/utakata/LLMs/techjam2026/SID/real/0035283.jpg,real,0,blur2_jpeg30,0.13893765422948567,-0.6076629590536314,-0.7466006132831171
/home/utakata/LLMs/techjam2026/SID/real/0027382.jpg,real,0,clean,0.10665557376704415,-0.6871453070662157,-0.7938008808332598
/home/utakata/LLMs/techjam2026/SID/real/0027382.jpg,real,0,jpeg_q60,0.0,-1.0111846159914732,-1.0111846159914732
/home/utakata/LLMs/techjam2026/SID/real/0027382.jpg,real,0,jpeg_q30,0.0,-1.3719836566355965,-1.3719836566355965
